Img,title,author,types,status,click_num,intro
https://bookcover.yuewen.com/qdbimg/349573/c_5216120804880303/90,天选神妃,花萌种子,古代言情,已完结,527.94万,                        【全文已完结】“张达，给老娘派一百辆坦克，老娘要轰了那群渣渣…”云蓝一身古装将军长袍，手中拿着手机，看着对面杀过来的汹涌大兵们，极具违和感的给远在地球的张达打了个超级长途漫游电话。“好的，老大，对了新型KIG装备武器到了，要一起送过来吗？”电话那头，张达兴奋的声音传来………………好吧！自从穿越到古代这个古怪陆离的世界，她这个开启异能的大将军就开始忙的不可开交了……千里眼，读心术，飞天遁地…还要赚路费回现代！这些都不说，还有一个死妖孽君王跟着她：“爱卿，你手中拿着这个黑乎乎的家伙是什么？”  ……“科学武器，懂吗？再问就打死你！”                    
https://bookcover.yuewen.com/qdbimg/349573/c_9965550704406903/90,遇见，傅先生,无尽相思,现代言情,已完结,315.53万,                        （出版名：《繁星告白时》）父母偏心，闺蜜陷害，走投无路之下，叶繁星嫁给了坐在轮椅上的傅先生。他会教她弹钢琴，送她花，将她宠成了这个世界上最幸福的人。某天，同学聚会，她被人嘲笑，说她老公是个残废，他风度翩翩出现，让所有笑话她的人哑口无言。在人生最灰暗的时光里，有他牵引着她积极向阳而生，从而有了灿烂的人生。遇见你真好，我的傅先生。                    
https://bookcover.yuewen.com/qdbimg/349573/c_17755279506421504/90,致命偏宠,漫西,现代言情,连载中,232.37万,                        【正文完，番外中——】黎家团宠的小千金黎俏，被退婚了。黎家人揭竿而起，全城讨伐，誓要对方好看。*后来，黎俏偶遇退婚男的大哥。有人说：他是南洋最神秘的男人，姓商，名郁，字少衍；也有人说：他傲睨万物，且偏执成性，是南洋地下霸主，不可招惹。绵绵细雨中，黎俏望着杀伐野性的男人，浅浅一笑：“你好，我是黎俏。”做不成夫妻，那就做你长嫂。*几个月后，街头相遇，退婚男对黎俏冷嘲热讽：“你跟踪我？对我还没死心？”身后一道凌厉的口吻夹着冽风传来，“对你大嫂客气点！”自此，南洋这座城，风风雨雨中只剩最后一则传言——偏执成性的南洋霸主，有一个心尖小祖宗，她姓黎，名俏，字祖宗！                    
https://bookcover.yuewen.com/qdbimg/349573/c_18415231001177104/90,我花开后百花杀,锦凰,古代言情,连载中,131.83万,                        “天家儿郎，凭我挑选，便是当着陛下的面，此话我亦敢言。”她高贵、冷艳、睥睨众生，世间无一人一事能令她动容。直到她遇见了那一杯顶级雨前龙井。他为贪腐尚书屈膝求情：“罪不祸及妻儿。”百官感念：太子仁善。只有她知，罪是他揭露，尚书之位是他的人接手。他为疑似谋逆亲王奔走：“二哥孝悌，孤不信他大逆不道。”宗亲盛赞：太子重情。只有她知，谋逆是他策划，奔走是善后，让铁证如山，让旁人背锅。他为病倒陛下亲尝汤药，侍孝榻前：“父皇一日不愈，我便一日不食。”百姓动容：太子孝义。只有她知，毒是他所下，亲尝汤药，是让陛下没那么早醒来……他对她温和又无害：“喀喀喀……羲和，我虽体弱，凡你所需，我都能悉数捧于你。”“……”体弱？他定然不知她亲眼目睹他一剑取三人首级，“别装了，太子殿下。”他收敛病弱之态，眸光幽深灼灼逼人：“无妨你有多少选择，最终只能是我。”本文又名《东宫夫妇拿反剧本》，《太子殿下日常茶里茶气》                    
https://bookcover.yuewen.com/qdbimg/349573/c_15897273104317204/90,贵妃每天只想当咸鱼,大果粒,古代言情,已完结,218.18万,                        萧兮兮穿越回古代，成了太子的小老婆之一。本应该是宫斗的开始，可她只想当咸鱼。争宠？不存在的！咸鱼才是生存之道，混吃等死才是人生真谛！可偏偏，高冷太子就爱她这一款。……萧父：闺女，你要争气啊，咱家可就指望你攀龙附凤了！萧兮兮：不，我只是一条咸鱼宫女：小主，您要争气啊，一定要打败那些绿茶婊成为太子妃！萧兮兮：不，我只是一条咸鱼太子：爱妃，你要争气啊，孤就指望你传宗接代了！萧兮兮：不，我只是一条咸鱼太子：无妨，咸鱼我也可以。……（1V1宠文，双洁，超甜！）                    
https://bookcover.yuewen.com/qdbimg/349573/c_8842186004623703/90,盛世为凰,冷青衫,古代言情,连载中,624.45万,                        他弑血天下，唯独对她温柔内敛，宠她一世情深！                    
https://bookcover.yuewen.com/qdbimg/349573/c_19118326001343604/90,退婚后大佬她又美又飒,公子衍,现代言情,连载中,127.84万,                        貌丑无颜的死胖子苏南卿被退婚了，一时成为全城笑柄。前未婚夫：“看到你这馒头脸、大象腿，我就恶心！以后别再来纠缠我！”“傻叉。”苏南卿转身，勾唇低嘲。后来，苏南卿瘦身成功，逆袭后容颜惊人，前未婚夫手捧鲜花来到她面前：“卿卿，以前是我错了，只要你愿意回来，让我做什么都可以。”苏南卿手托下巴，笑：“好马不吃回头草，懂？”前未婚夫恼羞成怒：“苏南卿，你一个被退婚的草包，还带着拖油瓶，除了我，根本没人要你的！”可接着——歌坛小天王发了微博：“苏南卿，你就是我的女神！”国际知名外科医生：“卿卿，今晚可以约一下吗？”就连那人见人怕、只手遮天的大佬也跳了出来：“我的老婆和孩子，就不劳你们照顾了。”                    
https://bookcover.yuewen.com/qdbimg/349573/c_3321779600420503/90,神秘老公，晚上见！,碧玉萧,现代言情,已完结,269.79万,                        早起，她淡淡开口：“不用担心，我已经做过措施了，不会留下后顾之忧。”“吃过药，就不要浪费药效了，”他嘴唇微勾，“不用担心会惹出麻烦。是吧？我-亲-爱-的-老-婆。”结婚三年，顾青青的目标有三：和冷斯城离婚，和冷斯城离婚，和冷斯城离婚。冷斯城的目标有三：和顾青青生孩子，和顾青青生孩子，和顾青青生很多很多很多的孩子。直到有一天……                    
https://bookcover.yuewen.com/qdbimg/349573/c_17674207406434304/90,分手后我在娱乐圈爆红了,蓝白格子,现代言情,已完结,152.81万,                        　洛柠是一本娱乐圈团宠文里的炮灰女配，重来一次，这炮灰她不当了！　　黑粉叫嚣：“洛柠就是个花瓶，唱歌跳舞演戏干啥啥不行，天天捆绑顶流蹭热度第一名，除了颜值一无是处。”　　后来当唱歌跳舞俱佳，会琴棋书画、野外求生、烹饪美食，还会画符看相，长得美智商高，演技更是爆表的洛柠出现在大众面前时。　　黑粉真香：“姐姐，我可以！！！”　　突然有一天热搜爆了。　　神秘影帝陆洵亲吻洛柠侧脸的照片被放了出来，绯闻迅速占领各大头条。　　粉丝和路人都不相信，“怎么可能？照片肯定是借位拍的，洛柠又想捆绑影帝炒作，蹭热度蹭流量，没下限不要脸！”　　还没等洛柠回应，历来很少发微博的陆洵先澄清了。　　@陆洵V：照片没借位，不要脸的那个人是我！　　接着大家每天都能看到影帝天天换着花样在微博秀恩爱，不是秀洛柠做的美食，就是秀洛柠的美照。　　粉丝和大众都要裂开了，没想到你竟然是这样的影帝……                    
https://bookcover.yuewen.com/qdbimg/349573/c_14168781603971904/90,我的房分你一半,叶非夜,现代言情,已完结,68.28万,                        离家出走的陈恩赐，第一次见到秦孑，把他错认为了房东：“租你的房和床！”住进秦孑家的陈恩赐，半夜肚子饿了，敲响了秦孑的房门：“租锅碗瓢盆！”一个月后，陈恩赐看到秦孑领回家一个漂亮的女生，在门口转了半天，然后就咚咚咚的拍向了秦孑的房门：“租洗手间洗面奶沐浴乳！”半年后，陈恩赐喝醉了酒，借着微醺的酒劲，晃晃悠悠的扑进了秦孑的怀里：“租……你！”...我们都活成了我们当初梦想中的样子。我们都还没忘记彼此。本书又名《银河之上的你》                    
https://bookcover.yuewen.com/qdbimg/349573/c_15461321905681604/90,重生后我成了权臣的掌中娇,风吹小白菜,古代言情,连载中,243.14万,                        南宝衣自幼锦衣玉食娇养长大，没想到所嫁非人，落了个家破人亡的凄惨下场。　　重活一世，她咬着小手帕，暗搓搓盯上了府里那位卑贱落魄的养子。       只有她知道，看似落魄的少年，终将前程锦绣，权倾天下。       她一改娇蛮跋扈，对未来的权臣温顺谦卑百般奉承，可惜他如高岭之花，始终对她爱答不理。　　她终于心灰意冷打算另抱大腿，那凶名赫赫的权臣，突然雷厉风行地废了她选中的夫君，还倚在绣榻上，慵懒地朝她伸出腿，“娇娇过来，二哥给你抱……”　　【1v1，双洁，甜宠】                    
https://bookcover.yuewen.com/qdbimg/349573/c_16413310204823304/90,大奉打更人,卖报小郎君,仙侠,已完结,380.02万,                        《大奉打更人》1-12册实体书已在天猫、京东、当当全平台发售。这个世界，有儒；有道；有佛；有妖；有术士。警校毕业的许七安幽幽醒来，发现自己身处牢狱之中，三日后流放边陲.....他起初的目的只是自保，顺便在这个没有人权的社会里当个富家翁悠闲度日。......多年后，许七安回首前尘，身后是早已逝去的敌人，以及累累白骨。滚滚长江东逝水，浪花淘尽英雄，是非成败转头空。青山依旧在，几度夕阳红。                    
https://bookcover.yuewen.com/qdbimg/349573/c_9138002804607103/90,凤门嫡女,意千重,古代言情,已完结,331.83万,                        正文已完结。她，天命之女，身份尊贵，却被小人所害。一朝重生，强势归来，光芒四射！一滴异能之血，生死人，肉白骨，搅动天下风云！一手如意茶入人梦境，专治平生憾事，千金难求！只是这异能之血竟招来一个美貌神官，步步紧逼，穷追不舍。“娘子，天命不可违！”“天命说啥？”“它说，我命里缺你！”书友交流群：100915606、472274518，敲门砖，书中任一主角名                    
https://bookcover.yuewen.com/qdbimg/349573/c_11376293003560303/90,家有悍妻怎么破,六月浩雪,古代言情,已完结,686.61万,                        前世，她因软弱可欺不得善终。重回归来，她步步为营摆脱极品家人，顺道再报个恩。“喂，你别误会，我只是报你上辈子的救命之恩。”“救命之恩，当以身相报。”                    
https://bookcover.yuewen.com/qdbimg/349573/c_2843437700116202/90,万道剑尊,打死都要钱,玄幻,连载中,1171.4万,                        少年遭挚爱背叛，沦为万人唾弃的叛徒，一怒开启金手指，三天升了十八级，决战之日，挚爱懵了！                    
https://bookcover.yuewen.com/qdbimg/349573/c_9551851103304103/90,慕先生的心尖娇宠,艾维斯迪恩,现代言情,已完结,473.58万,                        他是权势滔天，俊美矜贵的大人物，清冷孤傲。某日，保镖来报：“少爷，少夫人被冤枉介入别人感情！”“把对方潜规则的视频曝光。”“少爷，少夫人离家出走了！”“马上收拾行李，我跟她一起走。”“少爷，少夫人去参加相亲联谊了！”男人怒不可遏，一把捏住她脸蛋“还敢去相亲么？”【婚后】乔安一手托腮，望着身穿围裙的俊美男人，语调慵懒：“老公～还有什么是你不会做的事？”男人修长的手指，将剥好的虾喂到她唇边，“有，不会离开你。”【小包子】被粑粑家法伺候，小包子泪眼汪汪：“麻麻，我还是你的小宝贝吗？那种犯了错你都舍不得骂我，还心软给我抱抱的那种？”（暖宠）                    
https://bookcover.yuewen.com/qdbimg/349573/c_10054161403430003/90,都市灵剑仙,巫九,灵异,连载中,444.44万,                        御剑乘风来，除魔天地间。这是一个属于剑仙的故事。且看林凡驾驭飞剑，震慑三界！                    
https://bookcover.yuewen.com/qdbimg/349573/c_4574192004116003/90,绯闻萌妻：腹黑老公，头条见,浮屠妖,现代言情,已完结,300.4万,                        【本书已出版，出版名《世界很大，我只爱你》】四年，他从一无所有变身神秘财阀的继承人，荣耀归来。四年，她从豪门千金沦落成娱乐圈的小编剧，面临牢狱之灾。　　“夏长悦，你当年要是爱我比爱钱多一点，现在就不用跪着求我！”男人冷冷的讥讽。　　夏长悦狡黠一笑，抓出一个小包子塞他怀里，“总裁，要买我妈咪咩？扮得了少女，演得了女王，玩得了小清新，咽得下重口味，专业生产小天才，一千万美金带回家！”　　严承池错愕的盯着眼前跟他如出一辙的小脸，咬牙：“成交，再加一千万，连你一起买了！”　　下一秒，小公主从门后探出小脑袋，“爹地，这里还要一千万。”                    
https://bookcover.yuewen.com/qdbimg/349573/c_8202886004526703/90,我家太子妃超凶的,梓云溪,玄幻言情,已完结,600.34万,                        （新书：王妃她又给人算卦了）天才符箓师，重生为小女娃！稚嫩的外表，狠辣的手段。荒郊野外，她痛殴仇敌被太子撞见，她表情漠然，太子却一见倾心！ “太子殿下不好了，太子妃大人一张定身符，把皇帝陛下定在大殿里吃土了。”“这不很正常么？谁让狗皇帝招惹我妻？定的好！再给他泼盆冰水降降火！”“太子殿下这回真哒不好啦！太子妃大大甩了三张爆火符，把郑贵妃娘娘连人带屋炸上天了！”某太子狂笑：“做的好！不愧是我妻，就是辣么给力！”“太子太子，这回是当真不得了了！太子妃大大屋里出现了个艳男！”您又绿啦！太子猛地提起半躺在绣床上的俊俏男人，“你是何人？”某妃瘫着张小脸道：“我画了张请神符，请了位桃花仙尊。”“打完架赶紧滚！”“对不起哈，请神容易送神难！”老子不走了！                    
https://bookcover.yuewen.com/qdbimg/349573/c_8991472004585503/90,你是我的难得情深,江流云,现代言情,连载中,785.72万,                        【正文已完结】一时不防被算计，嫁给坐在轮椅上的顾大少，本以为白天有钱，晚上有闲，哪知道天天被奴役到腰酸背痛腿发软。　　叶北北拍桌:“骗子，我要离婚!”　　顾大少将萌宝推到身前:“孩子都有了还想离婚?老婆大人你醒醒！”　　叶北北看着和她一模一样的萌宝一脸懵圈。　　谁能告诉她，孩子哪来的?！　　                    
https://bookcover.yuewen.com/qdbimg/349573/c_15953225505698104/90,十万个氪金的理由,墨泠,科幻空间,连载中,268.58万,                        灵琼为了赚点外快，入了游戏体验师的坑，累死累活没几个钱，打算干完最后一票就脱坑。结果坑没退成，反而入了更大的坑……灵琼：想当年我也每天在几百平的大床上醒来，我的100个执事正等着给我穿衣……系统：醒醒！你一平米都没有。灵琼：呵！凡人就是嫉妒我的美貌，没办法，谁让我这么有钱。系统：醒醒！看看你的余额！！你穷得馒头都吃不上。灵琼：曾经我也打遍天下无敌手，领略世间无敌的寂寞……系统：醒醒！你先从地上起来！灵琼：我人见人爱，花见花开……系统：醒醒！！你的美男要挂了！灵琼：扶我起来，我还能肝！                    
https://bookcover.yuewen.com/qdbimg/349573/c_5776840004868003/90,圣墟,辰东,玄幻,已完结,613.22万,                        在破败中崛起，在寂灭中复苏。沧海成尘，雷电枯竭，那一缕幽雾又一次临近大地，世间的枷锁被打开了，一个全新的世界就此揭开神秘的一角……                    
https://bookcover.yuewen.com/qdbimg/349573/c_16255241805524304/90,每天被迫和大佬谈恋爱,公子衍,现代言情,连载中,177.77万,                        【本文已出版，出版名《喜欢你，没道理》】初相见，薛夕被迫对这个充满危险的男人一见钟情，不谈恋爱会死的她只能主动出击：“我有钱，也很能打。”“做我男朋友，我罩着你。”于是，大家慢慢的都知道，薛家的学神大小姐养了一个吃软饭的小白脸，但她护短的厉害，直到某天——薛夕将他护在身后，对面前几个疑似小混混的人凉凉道：“我男朋友胆小，你们有什么冲我来。”小混混们啧啧发抖的看着被保护的某大佬，传说中的黑阎王，原来喜欢这个调调？【爽文，女强，打脸，1v1】                    
https://bookcover.yuewen.com/qdbimg/349573/c_2831740700739802/90,帝凰天下,轻墨羽,古代言情,已完结,277.42万,                        佣兵之王重生成被流放在旁系的将军府五岁嫡小姐，废物之名名扬天下。强大灵魂入住完美身体，她强势归来，惩恶奴，斗恶母，归还一切屈辱。初见，她从天而降，落入他的温泉之中，四目相对，她吹了吹口哨，“身材不错。”他闻言，邪气一笑，挑眉，“你喜欢就好。”夜墨：“……！”再见，他一袭火红衣袍，张扬狂傲，睥睨众人，“我的人也敢动，都想死吗？”夜墨：“……。”她什么时候成了他的人。序言：以天下为聘，娶你为后，霸宠一世。                    
https://bookcover.yuewen.com/qdbimg/349573/c_15615963605534504/90,成亲后王爷暴富了,暗香,古代言情,已完结,249.87万,                        重生后变黑芝麻馅腹黑女主VS撩死人不偿命伪君子真恶霸男主皇帝：九王选妃要德言容功才华出众。傅元令：我有钱！皇后：九王选妃要家世显赫相得益彰。傅元令：我有钱！贵妃：九王选妃要月貌花容身姿窈窕。傅元令：我有钱！肖九岐：本王选妃……傅元令：嗯？肖九岐：要有钱！！！重活一回，傅元令深切感悟要站在权力巅峰指点江山，不再重复上辈子的凄惨遭遇，不仅要有钱，而且是要超有钱。有钱能使鬼推磨，有钱……她就能掌控别人的人生，而不是被人掌控！如果有钱的同时，还能嫁一个易掌控又颇有身份地位的丈夫，那就更完美了。                    
https://bookcover.yuewen.com/qdbimg/349573/c_12499358303709203/90,神秘枕边人：boss，借个运,公子衍,现代言情,已完结,157.56万,                        【本文1v1，宠文，爽文~】沈于归从小就特别倒霉，衰神附体。她耗尽了所有的运气，遇到了他——只要跟费南城在一起，就会时来运转，人生就像开了挂！“老婆，你怎么这么丑？还懦弱无能被欺负？来，转个运。”第二天，她从丑小鸭变身黑天鹅，从学渣变学霸，将欺负她的人，打得满地找牙！“老婆，你怎么这么穷？还做什么生意都亏本？来，转个运。”从此后，她人在家中坐，钱从天上来，数钱到手抖！看热闹的众人啧啧发抖：这哪里是转了个运，分明是换了个人。他凉飕飕的看过去：换人怎么了？吃你家大米了？                    
https://bookcover.yuewen.com/qdbimg/349573/c_15166853205335404/90,大佬失忆后只记得我,丁嘉树,现代言情,已完结,153.5万,                        【出版名，《今天也想见你》】东川航空机长兼傅氏财团唯一继承人傅南礼，车祸失忆了。只记得车祸前拼死救了她的温乔。“你是？”只有留在傅南礼身边才能活命的温乔不要脸道：“我是你老婆啊。”傅少眼神迷惑，但只记得这么一个人，她说是，那就是吧。 冷峻矜贵的男神就这么被不知道从哪里冒出来的野丫头给抢走了。全港城的名媛怒了。众名媛集资一个亿，一定要撕掉某谎话连篇狐狸精温乔的假面。却只等来两人的世纪婚礼。一亿就这么打了水漂！众名媛哭天抢地：“都说傅大公子腹黑深沉，怎么就栽在这满嘴谎话的小狐狸精身上了？”某男人目光轻漫：“不将计就计，怎么把小狐狸拐回家？“                    
https://bookcover.yuewen.com/qdbimg/349573/c_8317414904806503/90,校园女特工,末烟,玄幻言情,已完结,324.33万,                        　【已完结】她，是顶级黑客高手，意外重生竟成为普通初三学生。  赌鬼父亲，借了高利贷被追着要债？  还有家里跟着的一群极品亲戚。  重生而来的云笺扶额冷笑：想知道死字怎么写吗！  她风华归来，高调回击，人若欺我，绝杀！ 『女主云笺，男主斯绎』  PS:爽文、虐渣、打脸、女强男强，1V1绝对身心干净，不信你拿肥皂擦刷子刮刮看！顺便按按右下角收藏一下哈！【严禁转载、改写！必究！！！】                    
https://bookcover.yuewen.com/qdbimg/349573/c_3239525601635302/90,斗罗大陆III龙王传说,唐家三少,玄幻,已完结,495.1万,                        　　伴随着魂导科技的进步，斗罗大陆上的人类征服了海洋，又发现了两片大陆。魂兽也随着人类魂师的猎杀无度走向灭亡，沉睡无数年的魂兽之王在星斗大森林最后的净土苏醒，它要带领仅存的族人，向人类复仇！　　唐舞麟立志要成为一名强大的魂师，可当武魂觉醒时，苏醒的，却是……　　旷世之才，龙王之争，我们的龙王传说，将由此开始。　　                    
https://bookcover.yuewen.com/qdbimg/349573/c_8314915703615503/90,快穿系统之反派BOSS来袭,墨泠,科幻空间,已完结,345.67万,                        当终极反派BOSS成了个不按常理出牌的蛇精病，穿越重生的主角们，攻略准备好了吗？这个副本很难刷！重生主角：我不要重生，让我死！穿越主角：我不要穿越，让我回去！穿书主角：这特么是地狱模式的吗？反派都能上天了！说好的垫脚石呢？导演，我怀疑我拿了假剧本！黑化主角：老子不干了！ヽ(#`Д´)ノ明殊：下一个。#副本模式：普通、困难、地狱、明殊##宿主一言不合就自尽开屠杀#                    
https://bookcover.yuewen.com/qdbimg/349573/c_16471974304245804/90,江三爷的心尖宠,无尽相思,现代言情,已完结,108.44万,                        江家三爷克妻，与他订婚的几任未婚妻都没能幸免于难。顾湘更倒霉，连婚都没订，直接就领了证。却不想，婚后，她无病无灾，还被江家所有人宠上了天，江家所有人什么都不怕，就怕这个好不容易娶回来的媳妇跑了。……某夜，洗漱之后，江先生对着自家亲亲老婆道：“媳妇，我想当爸爸。”顾湘犹豫了片刻，看着一脸期待的江医生，勉为其难地道：“爸爸！”“……”                    
https://bookcover.yuewen.com/qdbimg/349573/c_12018247603336703/90,惊世第一妃,轻墨羽,古代言情,已完结,289.86万,                        作为现代文明中所剩不多的神，拂灵一直以为，她的余生就是与天同生，天生，她生，天亡，她换个世界继续生，然而天还没亡，她先被迫换了世界……　拂灵，一朝临世，神魂融合，成了东洲帝国人人皆知的傻子废物。  痴傻体弱，没有灵根，无法修炼，人人嫌弃？　 拂灵不以为然，淡然一笑，抬手间，控光明，掌天罚，一令惊天地！　 世人皆知，叶家三小姐冷血无情，说一不二，唯独对心尖宠频频破例。　凤·心尖宠·灼：“今天不想吃鱼，想吃别的。”　拂灵：“想吃什么尽管说，我给你做。”                    
https://bookcover.yuewen.com/qdbimg/349573/c_5455903503332103/90,幸会了萧先生,紫牡丹,现代言情,已完结,440.34万,                        据说他商界帝王！能翻手覆云只手遮天，却不近女色，她才答应结婚的。说好的工作狂，事业狂，怎么结婚后就突然话说护妻狂魔呢！                    
https://bookcover.yuewen.com/qdbimg/349573/c_16317648305115104/90,喜欢你我说了算,叶非夜,现代言情,已完结,63.94万,                        林薇：我要上清华。江宿：我就不一样了。江宿：我除了要上清华，还要……你。…誓要上清华的学霸女主VS伪学霸真桀骜的男主…我这样的人不值得你喜欢。喜欢你我说了算。…【无论过去多少年，江宿和林薇都不会忘记那一天，那是他和她见面的第一天。】                    
